,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,currency,price_period,title,description,property_type,operation_type
145,jTjdOGcfZwqXmzm9ACLGRA==,Propiedad,2021-02-10,2021-02-11,2021-02-10,-34.5819366,-58.4243364,Argentina,Capital Federal,Palermo,,,,,,1.0,35.0,35.0,500.0,USD,Mensual,Departamento - Palermo,"<br><br>Exclente monoambiente al frente con balcón ubicado en piso 18. Totalmente amoblado y equipado para dos personas. Cocina y baño completo. Edificio en torre con piscina, solarium, SUM, gimnasio y seguridad las 24hs. Cuenta con Internet y cable. Aire Acondicionado. Muy luminoso. <br><br>PARA ALQUILERES TEMPORARIOS: INDISPENSABLE INDICAR TEL DE CONTACTO. Consultar disponibilidad y condiciones. Indicar tiempo de estadía y cantidad de pasajeros. <br><br>La venta de este inmueble está sujeta a la tramitación del Codigo de Transferencia de Inmuebles (COTI), de conformidad con la normativa vigente (Res. AFIP 2371/08, 2439/08 y ccs.) por parte del propietario.<br><br>NATIVA Soluciones Inmobiliarias<br>Juncal 2746 (C1425AYH) – C.A.B.A.<br>Celular. (+549) 11<br>Mail. recepció<br>",Departamento,Alquiler temporal
146,Td/FmIYwcVF0QE5vHi/4fg==,Propiedad,2020-08-20,2020-11-05,2020-08-20,-38.960694,-68.121779,Argentina,Neuquén,Confluencia,,,,,,,,,200000.0,ARS,,ALQUILER LOTE DE 500m - O¨CONNOR Y RUTA 22,"Corredor Responsable: GABRIEL LOPEZ - Mat. de Neuquen N° 380 / Mat. de Río Negro N° 33Contacto: Margot Yañez - MLS ID # 420071054-265EQUIPO REMAX OPORTUNIDADES <br>ALQUILA EN EXCLUSIVA }<br><br>LOTE  COMERCIAL DE 5000 M2   EN NEUQUEN <br><br>UBICACION <br>Calle O¨connor 900  , a 100 metros de Ruta Nacional N° 22 <br><br>100metros sobre Calle O´connor con salida a dos calles <br><br>Servicios <br>Agua <br>Luz <br>Gas <br>Asfalto <br>Valor mensual $  200.000,00<br>Por Reuniones y asesoramiento contactar a un Agente Re Max <br><br><br><br>",Lote,Alquiler
147,CdogFkWr+puN1IPqDO3uPw==,Propiedad,2021-03-26,2021-06-05,2021-03-26,,,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Tigre,,,2.0,1.0,1.0,57.0,57.0,107000.0,USD,Mensual,"Venta Departamento 2 amb, Palmas Plaza, Tigre","Excelente departamento en venta de dos ambientes en el complejo Palmas Plaza, ubicado en una de las zonas de más lindas de Tigre.<br><br>Descripción:<br>El departamento se encuentra en un cuarto piso, cuatro pisos en total. Tiene 57m2 totales, con excelentes terminaciones y todos los ambientes son muy luminosos.<br>Living comedor con salida a terraza con parrilla.<br>Cocina amueblada<br>Dormitorio<br>Baño amplio<br>Losa radiante individual, pisos flotantes Patagonia en el living y en el dormitorio.<br>Cochera fija y cubierta.<br>Expensas: $11.000 aprox. (Incluyen Aysa y ABL)<br><br>El edificio cuenta con Pileta sobre el río, solarium, gimnasio y sauna.<br>Seguridad 24hs.<br>Vista al lateral, edificio vecino.<br>Antigüedad: 5 años.<br><br>La ubicación es excelente con jardín al río Reconquista, a metros de Av. Liniers con rápido acceso a la Panamericana Ramal Tigre y por la zona no tiene problemas de sudestada.<br><br>Corredor interviniente:<br>Juan Pablo Sanguinetti<br>CMCPSI 6449<br>La tasación, intermediación y la conclusión de las operaciones sobre esta propiedad  son actividades exclusivas de este corredor matriculado, conforme las previsiones de la ley 20.266,  la ley provincial 10.973 y sus modif. y las normas reglamentarias dictadas por los colegios departamentales.<br>Las oficinas asociadas a la red Keller Williams actúan en forma independiente, brindando servicios<br>a corredores, agentes y al público en general, y su intervención se limita a la prestación de servicios inmobiliarios que no incluyen actos de corretaje ni intermediación inmobiliaria.",Departamento,Venta
148,VAtNxe8LKvNggXnkpG4Nlg==,Propiedad,2020-11-07,2021-03-27,2020-11-07,-34.4612913,-58.5192207,Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,,,,5.0,4.0,4.0,,,650000.0,USD,,Beccar - Casa Venta USD 650.000,"EXCELENTE UBICACION

Hall de entrada, muy linda escalera de madera, toilette.Living con chimenea, Comedor ambos con  salida a amplia galeria Grandes ventanales de madera.Lindisimo piso de roble.Cocina muy bien equipada con muebles y alacenas, comedor diario,lavadero, baulera y Garage 
PA: 4 dormitorios Suite Principal con placard y vestidor Baño completo AA,  2 dormitorios que comparten un baño mas una suite junior.Los 3 primeros dormitorios salen a una gran terraza.Todos los baños son externos
Aberturas de madera con mosquiteros rejas y postigones de madera
Exterior: Lindisima Galeria bien amplia con ventilador de techo  jardin con muy buena orientacion pileta azulejada con filtro
Parrilla y horno de barro Cuarto de jardin
Calefaccion por radiadores con caldera y termotanque para agua caliente
Garage y entrada para autos
VENTA CONDICIONADA A LA COMPRA

Miguens Propiedades
Mariana Miguens
CSI 4412

[Provista por Sistema Dixon | Código 12201553]",Casa,Venta
149,3fXGQJifQ13AiXiRDzBLnw==,Propiedad,2020-10-16,2020-12-01,2020-10-16,-34.4000482161,-58.651218254,Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Nordelta,,,,,1.0,63.0,63.0,190620.0,USD,Mensual,OFICINA EN VENTA APTO CRÉDITO -  PUERTA NORTE - NORDELTA,"OFICINA EN VENTA APTO CRéDITO EN NORDELTA - COMPLEJO PUERTA NORTE!
<br>
<br>Oficina de 64 m2 equipada con AA frío/calor, y alfombrada. Contrafrente
<br>
<br>Valor de venta no incluye cochera,",Oficina,Venta
150,JMlXvx2Xf4I/E444609w7w==,Propiedad,2020-07-22,9999-12-31,2020-07-22,-33.1982498,-60.4593396,Argentina,Santa Fe,Fighiera,,,,,,,,,55000.0,USD,,"TERRENO EN VENTA, BARRIO AZAHARES DEL PARANA FIGHIERA","Azahares del Parana.<br />
<br />
80 hect&aacute;reas urbanizadas, divididas en diferentes sectores.<br />
&bull; Frente de 400 m sobre el r&iacute;o.<br />
&bull; Lotes de distintos metrajes que van de 650 a 1.200 m2.<br />
&bull; Arboleda de jerarqu&iacute;a de m&aacute;s de 70 a&ntilde;os.<br />
&bull; 14 lotes sobre el r&iacute;o de 700 m2; 28 lotes de 850 m2 a 1.130 m2 con amarras exclusivas.<br />
&bull; Caleta con amarras con capacidad para m&aacute;s de 60 embarcaciones.<br />
&bull; Guarder&iacute;a cubierta para m&aacute;s de 100 lanchas.<br />
&bull; Playa y parador con sol&aacute;rium.<br />
&bull; Ingreso independiente al sector n&aacute;utico con estacionamiento com&uacute;n para veh&iacute;culos de vecinos y visitantes.<br />
&bull; Lofts sobre la barranca con terrazas exclusivas, parrilleros propios, hidromasajes y cocheras cubiertas con acceso vehicular desde el pie de la barranca.<br />
&bull; Club House Social sobre la barranca con mirador hacia el r&iacute;o.<br />
&bull; Gimnasio y spa, dos piscinas (exterior y climatizada), terrazas, sol&aacute;rium, sala de lectura y sal&oacute;n de usos m&uacute;ltiples.<br />
&bull; Sector deportivo con Club House propio, canchas de tenis y de f&uacute;tbol para mayores y menores, sal&oacute;n con parrillas y galer&iacute;as, y play&oacute;n de deportes.<br />
<br />
Servicios<br />
&bull; Seguridad y monitoreo de c&aacute;maras las 24 horas.<br />
&bull; Cable TV, Internet y telefon&iacute;a.<br />
&bull; Gas y energ&iacute;a el&eacute;ctrica.<br />
&bull; Agua potable.<br />
<br />
Comodidades<br />
&bull; A 25 minutos de Rosario, a 15 minutos de San Nicol&aacute;s y a 5 minutos del centro de Fighiera.<br />
&bull; Tres ingresos sectorizados: principal, sector n&aacute;utico y proveedores.<br />
&bull; Calles con alumbrado p&uacute;blico.<br />
<br />
CRISCI EMILIANO 3412164306<br /><br />
 - Piscina\n- Cancha deportes\n- Quincho\n- Parrilla\n- Internet\n- Pavimento\n- Luz\n- Seguridad 24hs.\n- Seguridad\n- Gas Envasado\n- Luminoso\n- Agua Potable\n <br />
 Ref#528061.",Lote,Venta
151,ZQ32P3tRW3QKKKW03v+YSQ==,Propiedad,2021-04-23,2021-07-02,2021-04-23,-33.1413093381,-60.7141284563,Argentina,Santa Fe,Villa Amelia,,,,,,,,,2804500.0,ARS,,OPORTUNIDAD. VENTA EN BARRIO ECOVIDA. SOBRE RUTA 18 -LOTE DE 300 M2.,"<b>OPORTUNIDAD. VENTA EN BARRIO ECOVIDA. SOBRE RUTA 18 -LOTE DE 300 M2. </b><br><br>EcoVida  - Villa Amelia:  rapido acceso sobre ruta 18<br />
 <br />
LOTE 300m2 <br />
* PRONTA ENTREGA DE POSESION: junio 2021<br />
Posibilidad de financiaci&oacute;n: entrega inicial y 12 cuotas<br />
<br />
Todos los servicios:<br />
 Agua Potable<br />
 Alumbrado Publico LED<br />
 Wi-Fi 24 hs en espacios verdes<br />
 Paseo comercial a cielo abierto<br />
 Biblioteca Comunitaria<br />
 C&aacute;maras de Seguridad 360&deg;<br />
 Avenida Pavimentada<br />
 Forestaci&oacute;n Planificada<br />
 Separaci&oacute;n de Residuos<br />
<br />
<br />
AR Inversiones Negocios Inmobiliarios <br />
Mat 1388 <br />
<br />
Agrano Emiliano - 341seis819447<br /><br><br> Características adicionales: <br> - Agua corriente<br>- Luz<br>- Pozo negro<br>- Agua Potable<br> <br><br> Ref#741421.",Lote,Venta
152,6i1KpIAzYiRoDuGsNkRaLA==,Propiedad,2021-04-06,2021-04-15,2021-04-06,,,Argentina,Capital Federal,Belgrano,,,,4.0,3.0,2.0,108.0,78.0,295000.0,USD,Mensual,Departamento - Belgrano Barrancas,Edificio entre medianeras<br>Living comedor<br>2/3 dormitorios<br>Baño completo<br>Cocina<br>Comedor diario<br>Lavadero independiente<br>IMPONENTE BALCON TERRAZA<br>Cochera cubierta movil,Departamento,Venta
153,jKwMBjtPWikHXTmz70t7Hg==,Propiedad,2020-07-23,9999-12-31,2020-07-23,-34.6209027,-58.3932304,Argentina,Capital Federal,San Cristobal,,,,2.0,1.0,1.0,41.0,,32000.0,ARS,Mensual,Departamento - San Cristobal,"Excelente 2 ambientes en el barrio de San Cristobal, totalmente amoblado y equipado para cuatro personas, internet, Wi Fi y cable,  A 2 cuadras del subte y varias lineas de colectivo.  <br><br>NATIVA Soluciones Inmobiliarias<br>",Departamento,Alquiler temporal
154,OQGGKg0Y7kQ+8+siBAZiSA==,Propiedad,2021-03-12,2021-04-13,2021-03-12,-34.6010162,-58.4178577,Argentina,Capital Federal,Almagro,,,,2.0,1.0,1.0,,,22500.0,ARS,,Bulnes 900 - Dos ambientes,"<b>Bulnes 900 - Dos ambientes</b><br><br>Hermoso dos ambientes en muy buen estado !<br />
Cocina completa con lavadero<br />
Ba&ntilde;o completo<br />
Lateral, luminoso y muy silencioso<br />
Muy buenos placards<br />
Aire acondicionado frio calor<br />
Piisos de parquet<br />
<br />
Digno de ver !!<br />
<br />
No dejes de visitar el recorrido de la unidad con el video que subimos<br />
https://www.youtube.com/watch?v=jtoFp9J7Kn8<br />
<br />
<br />
Sobre la locaci&oacute;n de viviendas:<br />
<br />
&quot;Para los casos de alquiler de vivienda, el monto m&aacute;ximo de comisi&oacute;n que se le puede<br />
requerir a los propietarios ser&aacute; el equivalente al cuatro con quince cent&eacute;simos por<br />
ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a<br />
los inquilinos que sean personas f&iacute;sicas comisiones inmobiliarias y gastos de gestor&iacute;a<br />
<br /><br><br> Características adicionales: <br>  <br><br> Ref#658128.",Departamento,Alquiler
155,CVxTEb6k5OYoD2fnnS0yHA==,Propiedad,2021-04-14,2021-04-26,2021-04-14,-34.5881175303,-58.402426862,Argentina,Capital Federal,Recoleta,,,,2.0,1.0,1.0,,,220000.0,USD,,"Departamento en Venta en Recoleta,  capital federal  U$S 220000","Muy lindo 2 Amb. con Amenities | 1er. Piso

Living Comedor - Cocina Integrada - Dormitorio con Placard.

Este edificio cuenta con 10 pisos | 8 Dptos /Piso
- Laundry 
- GYM
- SUM
- Parrillas
- Piscina de 20m

- TODO Electrico
- Preinstalacion de AAC

Excelente ubicación:
- con facil acceso desde las Av. Pueyrredón y Av. Las Heras
_______________________________
Notas: VENTA DIRECTA. Toda la información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente y no compromete contractualmente a nuestra empresa. Los gastos (expensas, ABL, Inmobiliario, etc) expresados refieren a la última información recabada y quedan sujetos a confirmación/actualización. Fotografias no vinculantes ni contractuales. 
Pendiente de cumplimentar COTI. 

Alem Propiedades | Roberto Celano
Oficina Lomas 4243-1001 | Oficina Canning 2052-1222
 XINTEL(APL-APL-290)",Departamento,Venta
156,TOI7s+KRS3CL0KNegi5+nA==,Propiedad,2021-02-03,9999-12-31,2021-02-03,-34.6558255,-58.6185849,Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Morón,,,5.0,4.0,1.0,,,165000.0,USD,,Casa PH en Venta en Moron Sur,"(M-245) CASA PH al Frente con entrada independiente, la misma cuenta en planta baja con living comedor, cocina comedor, 2 dormitorios con placard, baño completo, patio con parrilla, lavadero cubierto y en  planta alta 2 dormitorios con placard. Cochera cubierta.

Acepta PERMUTA de propiedad de 3 ambientes con patio y cochera. 
CONSULTE 2200-2755 -",PH,Venta
157,skxFz0uxGP8Fqlf+Iat1HQ==,Propiedad,2020-12-14,2020-12-23,2020-12-14,-34.4416479,-58.748743,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,,,,,7.0,4.0,843.0,343.0,649000.0,USD,Mensual,Excelente Casa a estrenar lote a parque central!! (Retasada),"A ESTRENAR, ENTREGA INMEDIATA.
<br>Excelente propiedad en Las Liebres . Tiene la siguiente Distribución:
<br>PB: Living comedor, cocina, family, comedor diario, toilette, lavadero, dependencia, escritorio grande (que se puede convertir en un dormitorio adicional), tender y deposito. Galería con parrilla y chimenea, esta galería se cierra con ventanas corredizas que al abrirlas quedan totalmente ocultas.
<br>PA: Suite ppal con 2 vestidores con luz cenital y baño con jacuzzi y ducha, 1 suite junior con baño, y 2 dormitorios con 1 baño (Hacia parque principal).
<br>Pisos Mármol Travertino y Porcelanato.
<br>Calefaccion; Por piso radiante de polietileno reticulado con termostato de ambiente programable digital, alimentados por una caldera bitérmica Baxi.
<br>Baños; Muebles blancos con mesada de mármol blanco. Las bachas son sobre mesada de losa Blanca Artefactos blancos Deca Piazza.
<br>Cocina; Mesadas de cuarzo tipo silestone, Anafe a gas Whirlpool de acero inoxidable y horno empotrado a gas Whirpool elevado, Campana de acero inoxidable TST.
<br>Tiene una pileta de 8,5 x 4 con solárium de travertilit,  cuenta con luces led (con control remoto), filtro y bomba autocebante marca Vulcano y gabinete.
<br><br><br>FEDERICO ARRAMBIDE<br>Matricula 4985 CMCPSI<br><br>AVISO LEGAL: i) Las descripciones arquitectónicas y funcionales, fotos, renders, memorias descriptivas, medidas del inmueble, precios, valores de expensas, impuestos y servicios y fechas de entrega de los emprendimientos son aproximados y meramente orientativos, y no obligan contractualmente a ARRAMBIDE PROPIEDADES ni resultan vinculantes; ii) Los datos fueron proporcionados por el propietario o por el desarrollador y pueden no estar actualizados a la hora de la visualización de este aviso por lo que pueden arrojar inexactitudes y discordancias respecto de los datos exactos, los cuales surgen de las facturas, títulos y planos legales del inmueble; iii) ARRAMBIDE PROPIEDADES recomienda y sugiere al usuario y/o al interesado realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo -a tal fin- por sí o a través de profesionales las copias necesarias de la documentación que estimen necesario conocer con exactitud; iv) En ARRAMBIDE PROPIEDADES estamos a total disposición del interesado para proveerlo de toda información que nos requiera. Ante cualquier duda sobre la información recibida o sobre aquella disponible en nuestro sitio web, por favor consulte.",Casa,Venta
158,i4wAUE0vpL40Sdtwjta7iQ==,Propiedad,2020-08-21,2020-08-24,2020-08-21,-34.6582157,-58.5115704,Argentina,Capital Federal,Mataderos,,,,2.0,1.0,1.0,38.0,38.0,76000.0,USD,,Departamento 2am en Mataderos,"Excelente departamento sin expensas de 2 ambientes en Mataderos sobre Manuel Artigas al 7100.La mejor zona de Mataderos.Es primer piso por escalera, construcción nueva.Todos los servicios.Superficie de 38m2, con balcon lavadero. Luminoso.Portero eléctrico.A metros de Av. Juan Bautista Alberdi. Medios de transporte.Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él. Matrícula no. 7437 CUCICBA.",Departamento,Venta
159,bfFQ+fEPYzkj3auHE/aYbA==,Propiedad,2020-06-27,2020-07-03,2020-06-27,-38.989102,-68.091373,Argentina,Neuquén,Confluencia,,,,,,,900.0,,,,Mensual,Lote 900 m2,"Corredor Responsable: SEBASTIAN BONIFACIO - N° 543Contacto: Viviana Julieta Camarata - MLS ID # 420371016-258Lote 900 m2  en Barrio cerrado Don Liliano . <br> Se trata de un barrio cerrado ubicado  en la zona del Rio Limay , rodeado de countrys como  La Peregrina ,  La Zagala y el barrio abierto Torres de Talero . <br>Es una zona residencial  a  muy pocas cuadras del centro de Neuquen ,<br>Cercano a centros educacionales y  centros comerciales   <br>  Todos los servicios .<br> Seguridad privada las 24 hs <br><br>Anticipo  y cuotas a convenir . <br>Se aceptan vehiculos  como parte de pago . ",Lote,Venta
160,ux8TZnXoME4957DqDtXzsQ==,Propiedad,2020-10-27,2020-12-02,2020-10-27,-34.5993913211,-58.4041223386,Argentina,Capital Federal,Balvanera,,,,2.0,,1.0,,,22500.0,ARS,,ALQUILER CONSULTORIO U OFICINA DOS AMBIENTES BALVANERA,"<b>ALQUILER CONSULTORIO U OFICINA DOS AMBIENTES BALVANERA</b><br><br>Sobre Av. Pueyrred&oacute;n a pasos de Av. C&oacute;rdoba. Subte H Estaci&oacute;n C&oacute;rdoba pr&aacute;cticamente en la puerta del edificio. Subterr&aacute;neo l&iacute;nea B a tres cuadras. Transporte publico en todas direcciones. Muy pr&oacute;ximo a zona facultades (Medicina, Farmacia y Bioqu&iacute;mica, Ciencias Econ&oacute;micas, etc.). A 400 metros de Av. Santa Fe. &Uacute;nico departamento de dos ambientes. Superficie total 43 metros cuadrados. Apto vivienda o uso profesional (oficina o consultorio) Amplia recepcion con equipo de aire acondicionado frio calor. Despacho privado o consultorio de generosas dimensiones con equipo de aire acondicionado frio calor y placard de pared a pared. Cocina grande con lavadero incorporado. Ba&ntilde;o completo. Reci&eacute;n pintado. Pisos de parquet reci&eacute;n pulido y plastificado. Piso 14&deg; muy luminoso. Doble circulaci&oacute;n. Estado IMPECABLE. Agua caliente por termotanque. Requisitos: De acuerdo a Ley 27551, Garant&iacute;a propietaria en CABA, Aval bancario, seguro de Caucion. Recibos de sueldo acorde valor locativo. Alquiler inicial $ 22.500.- Incrementos anuales seg&uacute;n &iacute;ndice a publicar BCRA. Ley 27551 Art. 12.- Sustit&uacute;yase el art&iacute;culo 1.351 del C&oacute;digo Civil y Comercial de la Naci&oacute;n por el siguiente: Art&iacute;culo 1.351: Intervenci&oacute;n de uno o de varios corredores. Si solo interviene un corredor, todas las partes le deben comisi&oacute;n, excepto pacto en contrario o protesta de una de las partes seg&uacute;n el art&iacute;culo 1.346. No existe solidaridad entre las partes respecto del corredor. Si interviene un corredor por cada parte, cada uno de ellos solo tiene derecho a cobrar comisi&oacute;n de su respectivo comitente. En las locaciones de inmuebles la intermediaci&oacute;n solo podr&aacute; estar a cargo de un profesional matriculado para ejercer el corretaje inmobiliario conforme la legislaci&oacute;n local. LEY 5859 ART. 5.- Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestor&iacute;a de informes a los inquilinos que sean personas f&iacute;sicas. Para los casos de alquiler de vivienda, el monto m&aacute;ximo de comisi&oacute;n que se le puede requerir a los propietarios ser&aacute; el equivalente al cuatro con quince cent&eacute;simos por ciento (4,15%) del valor total del respectivo contrato. En cumplimiento de la ley 5.115 del 23/10/14 de la Legislatura de la Ciudad de Buenos Aires, se informa que este edificio &quot; NO ES ACCESIBLE&quot; para personas con movilidad reducida.<br /><br />
 - Agua corriente\n- Desagüe cloacal\n- Calefacción por Aire\n- Apto profesional\n- Oficina\n- Parquet\n- Agua Potable\n <br />
 Ref#586777.",Oficina,Alquiler
161,kezPMX8WhVU4+c6iX9DUGg==,Propiedad,2021-03-13,2021-03-16,2021-03-13,-34.6119219,-58.3960572,Argentina,Capital Federal,Balvanera,,,,3.0,2.0,1.0,55.0,55.0,85000.0,USD,,VENTA 2/3 ambientes en Balvanera - OPORTUNIDAD!,"Corredor Responsable: Juan Carlos Treco - CUCICBA 4037 / CMCPDJLM 740Contacto: Susana Saliche - MLS ID # 420221006-442Venta 2/3 ambientes en Balvanera. Edificio ESTILO Francés, Muy luminoso todos los ambientes con ventanas al frente. La unidad cuenta con  55 m2 Totales. Orientación Oeste. Muy Luminoso y tranquilo.Cocina Comedor amplia y luminosa con ventanas y mucho lugar de guardado. Instalación para lavaropas en la cocina. Living con salida al balcón frances. Super Luminoso.Dormitorio muy luminoso, con ventanas al frente (balcón francés)  y Placares nuevos con puertas corredizas con espejo.  Baño completo y amplio con ventana. Es un 5 piso. Pisos de madera originales de roble en excelente estado. En cocina y baño los pisos son cerámicos. Aire acondicionadoOPORTUNIDAD!! Para una atención más ágil comunicarse al celular o WhatsAPP. Esperamos su contacto para ampliar información y/o coordinar visitas.  \n\n Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar ",Departamento,Venta
162,0jivW5pWmFvYRpqVrNyw5A==,Propiedad,2020-06-28,2020-08-13,2020-06-28,-34.5818811752,-58.4266565257,Argentina,Capital Federal,Palermo,Palermo Soho,,,2.0,1.0,1.0,58.0,49.0,185600.0,USD,,Emprendimiento en Palermo Soho - Departamento 2 Amb. con Balcón,"¡EXCEPCIONAL OPORTUNIDAD DE INVERSIÓN EN PALERMO SOHO!Mood Soho, un nuevo emprendimiento de características excepcionales, en la zona de Palermo Soho,  sobre Fray Justo Sta. María de Oro entre Charcas y Paraguay.Un edificio único con una propuesta innovadora, moderna, colaborativa y sustentable que responde a los nuevos estilos y propuestas de vida urbana.El Edificio Mood Soho contará con:•         9 pisos de diseño.•         Unidades pensadas al detalle de 1y 2 ambientes + Local en PB.•         Uso residencial + estudios profesionales.•         Arquitectura destacada y moderna.•         AMENITIES (Laundry, Bicicletero, Lockers, Parrilla, Solarium, Sector de Fogón).Ubicación ideal, próxima al shopping Distrito Arcos, Rosedal de Palermo, principales áreas comerciales, zonas de interés cultural y múltiples medios de transporte.Fecha de entrega estimada: Octubre 2022.FORMA DE PAGO:Pago al contado con Descuento.Pago con financiación:   40% Anticipo en dólares y el saldo de precio hasta 43 cuotas en PESOS ajustables por C.A.C.Consulte por otras unidades en venta y financiación a medida.Ciarrochi Inmobiliaria - RECOLETA.Tel: .CUCICBA N° 7212.",Departamento,Venta
163,G0vfqmfARVAyyB/qPCb/rw==,Propiedad,2020-07-14,9999-12-31,2020-07-14,-34.389242,-58.863313,Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Barrio San Alfonso - Pilar del Este,,,4.0,,4.0,,,295000.0,USD,,"Casa  en Venta ubicado en San Alfonso, Pilar del Este","Importante propiedad en B°San Alfonso - Pilar del Este

Gran construccion
Amplia comoda y funcional

PA: 4 dormitorios 1 en suite con vestidor + baño completo.
balcon terraza y Altillo.
PB: hall, cocina con family, living comedor con hogar, dependencia con baño,
lavadero, toillete. galeria con parilla y cochera semicubierta.


PILAR DEL ESTE se ubica sobre la ruta 25, llegando por la calle Caamaño, a la altura del km 46 de la Panamericana ramal Pilar. Desde hace varios años Pilar es una zona completamente desarrollada, rodeado de verde con accesos privilegiados —por rutas y autopistas—, variedad de propuestas comerciales, deportivas, sociales, complejos de oficinas y hasta un parque industrial.


Un masterplan conformado por diez barrios de gran calidad donde sus lotes promedian los 500 m2 de superficie y se caracterizan por sus amplios frentes. Espacios comunes en los frentes de los lotes, senderos o plazas (según el barrio) contribuyen a la calidad y a su estética. Dentro de Pilar del Este hay una sede del colegio Saint Mary of the Hills. Además, cuenta con un club social y deportivo.

Lo caracterizan las calles asfaltadas, cordones cuneta para desagües pluviales, red eléctrica subterránea y cloacal, agua potable, gas, y alumbrado público y perimetral.",Otro,Venta
164,ljTGX4CRRgTbGAZk+LwJRw==,Propiedad,2021-05-06,9999-12-31,2021-05-06,-34.6213871,-58.3816414,Argentina,Capital Federal,Constitución,,,,1.0,0.0,1.0,,,61000.0,USD,,"MONOAMBIENTE  LUMINOSO FRENTE A UNIV. UAI, SUBTE  C.  UADE","Venta de Departamento 1 AMBIENTE en Constitución, Capital Federal
Monoambiente en impecable estado, todo Luz, vista abierta, expensas accesibles. 

Ubicación estratégica a 2 cdras de Subte Linea E y Linea C, diversas lineas de colectivos, rodeado de avenidas y comercios. A 3 cdras de Universidad UADE y a 1 cuadra de universidad UAI. 

POR VISITAS Y CONSULTAS LLAMAR A LOS TELÉFONOS PUBLICADOS. HORARIO DE ATENCIÓN EN OFICINA DE LUNES A VIERNES DE 10:30 A 18:30 HS. 

 XINTEL(ICO-ICO-2448)",Departamento,Venta
165,GRP9JwgIZ9GdfKCF9rEwOA==,Propiedad,2020-11-04,2020-11-11,2020-11-04,,,Argentina,Santa Fe,Rosario,,,,3.0,3.0,1.0,50.0,50.0,950000.0,ARS,,PJE. SUAREZ  5091 B 03-04,- KP36954 -  - Publicado a través de KiteProp CRM Inmobiliario,Casa,Venta
166,EWG0hq2foxV0e0pCJY+AWg==,Propiedad,2020-11-27,2021-05-26,2020-11-27,-34.6101327,-58.3762265,Argentina,Capital Federal,Monserrat,,,,,,1.0,79.0,,30000.0,ARS,Mensual,Alquiler  Gran local con sótano y planta alta. Chacabuco al 100,"Gran local con sótano y planta alta.<br><br>Excelente ubicación para  este Local ubicado  en zona rodeada de oficinas y comercios. El mismo ofrece habilitación amplia para todos los rubros, Matafuegos (3),Persiana eléctrica con motor, bomba de achique, tiraje a los 4 vientos ,Frente de blindex con puerta nuevo, heladera exhibidora, de productos, mostrador.<br>Alquiler con contrato comercial de tres años ,ajuste semestral.<br>Primer planta 47.30 mts 2 de local<br>Planta subsuelo 31.70. mts 2<br>Total 79.00 m2<br><br>Aysa $1860 al 25/11/2020<br>ABL$1.570  al 25/11/2020<br>Alquiler $30.000<br><br>Requisitos: Un mes de adelanto, un mes de depósito, 5% + IVA del contrato en concepto de honorarios, una garantía propietaria o seguro de caución y certificación de firmas. Contrato a 3 años con ajuste del 18% semestral. Se escuchan propuestas.<br><br>AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.<br><br>“La información de la unidad asi como las  medidas son aproximadas y orientativas. Las medidas exactas deberán ratificarse con la documentación pertinente y no comprometen a la empresa.  las mismas surgirán del título de propiedad""<br>“Venta supeditada al cumplimiento por parte del propietario de los requisitos de la Resolución General 2371 de la AFIP.”<br><br>Nira brokers SRL- mat 6791 -CUCICBA-tel /  Av. Luis Maria Campos 559  watsap 1565941881",Local comercial,Alquiler
